,0,1,2,3,4,5,6,7,8,9,10,11,12,vintage,cz,scen_year,scenario,year,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
2_15_5_4,0.0,945.39,0.0,0.0,42.5,0.0,4247.33,0.17,0.0,0.0,0.0,0.13,19.5,new,8a,ssp245,2035,RefBldgMediumOffice,269870.66,222103.92,30046.83,18119.0,235060.68,846888.4,708548.6,3.47,193274.61,679636.17,167252.24,26022.38,19.75,86.54,422580.27,358195.57,64384.69
2_15_5_5,0.0,754.67,0.0,0.0,0.0,0.0,7546.22,0.0,0.0,0.0,0.0,0.19,0.1,new,8a,ssp245,2035,RefBldgMidriseApartment,373.03,336886.74,10518.89,15054.85,453296.53,221842.47,337502.7,2.14,80762.72,173866.5,47975.97,32786.75,21.63,59.4,180480.9,161942.4,18538.5
2_15_6_4,0.0,917.42,0.0,0.0,40.67,0.0,4247.25,0.25,0.0,0.0,0.0,0.13,18.68,new,8a,ssp245,2050,RefBldgMediumOffice,266438.67,216621.7,32556.88,18113.78,229578.46,845961.25,706664.3,3.86,192463.2,678929.56,167031.69,25431.51,19.74,86.79,420999.0,356710.63,64288.37
2_15_6_5,0.0,715.1,0.0,0.0,0.0,0.0,7546.22,0.0,0.0,0.0,0.0,0.24,0.09,new,8a,ssp245,2050,RefBldgMidriseApartment,329.17,330113.69,11080.27,15031.1,446523.48,222336.24,336611.1,2.54,80376.71,174227.14,48109.1,32267.61,21.64,59.85,179451.61,160864.73,18586.89
2_15_7_4,0.0,894.44,0.0,0.0,40.67,0.0,4247.04,0.46,0.0,0.0,0.0,0.16,18.67,new,8a,ssp245,2065,RefBldgMediumOffice,264936.21,215394.25,34430.73,18144.8,228351.02,846363.66,706840.82,4.01,192433.01,679024.99,167338.68,25094.33,19.77,86.96,420877.01,356465.05,64411.97
2_15_7_5,0.0,681.85,0.0,0.0,0.0,0.0,7546.22,0.0,0.0,0.0,0.0,0.3,0.09,new,8a,ssp245,2065,RefBldgMidriseApartment,321.3,328090.5,11614.63,15132.2,444500.29,222963.83,336671.71,2.69,80391.97,174612.43,48351.41,32040.56,21.69,60.14,179340.36,160658.67,18681.69
2_15_8_4,0.0,879.53,0.0,0.0,40.33,0.0,4246.94,0.56,0.0,0.0,0.0,0.18,18.66,new,8a,ssp245,2080,RefBldgMediumOffice,263586.09,214845.83,35628.57,18161.6,227802.59,846228.17,709400.15,4.09,193065.55,678349.71,167878.46,25187.09,19.84,86.95,420672.1,356050.81,64621.29
2_15_8_5,0.0,665.99,0.0,0.0,0.0,0.0,7546.22,0.0,0.0,0.0,0.0,0.35,0.1,new,8a,ssp245,2080,RefBldgMidriseApartment,327.75,326830.8,11958.46,15194.82,443240.59,223376.73,337983.21,2.77,80780.51,174778.86,48597.87,32182.64,21.76,60.16,179286.83,160508.06,18778.77
2_15_9_4,0.0,941.6,0.0,0.0,40.33,0.0,4247.31,0.19,0.0,0.0,0.0,0.13,19.12,new,8a,ssp585,2035,RefBldgMediumOffice,269400.44,220065.18,30300.0,18134.24,233021.94,846686.59,710893.15,3.56,193976.15,678866.33,167820.27,26155.89,19.82,86.52,422080.35,357472.17,64608.18
2_15_9_5,0.0,748.67,0.0,0.0,0.0,0.0,7546.22,0.0,0.0,0.0,0.0,0.18,0.09,new,8a,ssp585,2035,RefBldgMidriseApartment,334.14,334629.76,10587.09,15030.83,451039.54,221847.76,338733.16,2.23,81185.52,173712.28,48135.48,33050.04,21.7,59.29,180071.55,161468.1,18603.45
2_15_10_4,0.0,890.0,0.0,0.0,40.0,0.0,4247.03,0.47,0.0,0.0,0.0,0.18,18.46,new,8a,ssp585,2050,RefBldgMediumOffice,263464.36,213234.49,34494.64,18149.15,226191.25,844960.06,712576.78,4.11,194078.4,676437.09,168522.97,25555.43,19.94,86.83,419756.79,354868.83,64887.96
2_15_10_5,0.0,683.21,0.0,0.0,0.0,0.0,7546.22,0.0,0.0,0.0,0.0,0.3,0.08,new,8a,ssp585,2050,RefBldgMidriseApartment,303.26,325522.82,11661.8,15090.12,441932.6,222950.89,339475.25,2.78,81256.43,174304.16,48646.73,32609.7,21.82,59.87,178867.54,160064.99,18802.55
2_15_11_4,0.0,851.66,0.0,0.0,39.5,0.0,4246.8,0.7,0.0,0.0,0.0,0.22,18.3,new,8a,ssp585,2065,RefBldgMediumOffice,259838.08,209760.32,37670.75,18192.17,222717.08,844552.92,719599.54,4.45,195859.31,674341.01,170211.91,25647.4,20.15,86.91,418793.74,353217.46,65576.28
2_15_11_5,0.0,634.53,0.0,0.0,0.0,0.0,7546.22,0.0,0.0,0.0,0.0,0.44,0.09,new,8a,ssp585,2065,RefBldgMidriseApartment,286.09,320347.96,12535.02,15196.43,436757.74,223913.24,342882.01,3.11,82215.31,174552.38,49360.86,32854.45,22.04,60.04,178331.69,159238.92,19092.77
2_15_12_4,0.0,809.53,0.0,0.0,38.33,0.0,4246.29,1.21,0.0,0.0,0.0,0.3,17.66,new,8a,ssp585,2080,RefBldgMediumOffice,255059.92,204088.06,42229.81,18229.34,217044.82,844370.99,724174.58,4.96,196796.45,672879.46,171491.53,25304.92,20.31,87.14,417443.53,351349.96,66093.56
2_15_12_5,0.0,580.67,0.0,0.0,0.0,4.17,7546.22,0.0,0.0,0.0,0.0,1.22,0.08,new,8a,ssp585,2080,RefBldgMidriseApartment,255.62,312663.49,13822.67,15343.95,429073.27,225317.93,345130.56,3.6,82763.82,175215.48,50102.45,32661.36,22.24,60.54,177530.03,158137.4,19392.64
